Record_ID,Observation_Date,Region,District,Forest_Type,Forest_Area_ha,Tree_Cover_Loss_ha,Annual_Rainfall_mm,Population_Density,Fire_Incidents,Illegal_Logging,Deforestation_Risk,Loss_Rate,Illegal_Logging_Flag,Population_Pressure,Fire_Logging_Impact
REC00344,2022-02-06,Northern,Gulu,Dry Forest,5244.67,42.02,1992.6,537.0,0,No,Low,0.008011943554122566,0.0,0.1023896641733417,0.0
REC00345,2023-10-21,Western,Kabale,Dry Forest,220.19,11.07,1127.4,783.0,14,Yes,High,0.050274762704936644,1.0,3.556019801080885,14.0
REC00346,2022-03-12,Eastern,Mbale,Woodland,7933.31,477.94,2170.6,783.0,9,Yes,High,0.0602447150054643,1.0,0.09869776927915334,9.0
REC00347,2022-09-30,Eastern,Mbale,Woodland,3028.34,44.91,931.3,426.0,2,No,Low,0.01482990681363387,0.0,0.14067112675591248,0.0
REC00348,2021-04-23,Western,Kabale,Woodland,7446.55,515.43,2151.6,589.0,17,Yes,High,0.06921728854301655,1.0,0.07909703151123675,17.0
REC00349,2021-02-17,Central,Wakiso,Dry Forest,5328.32,223.1,2211.8,399.0,8,Yes,Medium,0.04187060837186956,1.0,0.07488288991652153,8.0
REC00350,2022-04-01,Central,Mukono,Plantation,5673.19,76.61,1488.0,515.0,13,Yes,High,0.01350386643140808,1.0,0.0907778516143475,13.0
REC00351,2022-08-24,Eastern,Mbale,Mangrove,3329.65,248.64,1657.1,675.0,25,Yes,High,0.07467451533945009,1.0,0.20272401003108434,25.0
REC00352,2024-12-14,Central,Mukono,Mangrove,6189.71,454.1,2051.0,897.0,20,Yes,High,0.07336369555278034,1.0,0.1449179363815106,20.0
REC00353,2021-05-24,Eastern,Mbale,Woodland,3448.55,182.26,913.1,81.0,8,Yes,Medium,0.05285119832973278,1.0,0.023488132693450868,8.0
REC00354,2022-03-04,Western,Mbarara,Plantation,9167.64,156.09,2113.1,135.0,19,No,Medium,0.017026192127963143,0.0,0.01472570912470385,0.0
REC00355,2024-04-19,Central,Mukono,Plantation,2776.69,100.51,1610.1,190.0,5,Yes,Medium,0.03619777504870907,1.0,0.06842679593328747,5.0
REC00356,2023-12-12,Northern,Gulu,Tropical Rainforest,1069.38,46.81,2464.4,612.0,25,No,Low,0.0437730273616488,0.0,0.5722942265611849,0.0
REC00357,2023-04-15,Eastern,Mbale,Plantation,9248.54,330.41,1333.2,167.0,5,Yes,High,0.03572563885759266,1.0,0.018056904116757887,5.0
REC00358,2022-08-09,Western,Kabale,Woodland,7936.77,407.47,1453.4,853.0,22,Yes,High,0.051339524768892135,1.0,0.10747445119362158,22.0
REC00359,2023-05-27,Northern,Gulu,Mangrove,187.78,8.89,1321.9,766.0,11,No,Low,0.04734263499840239,0.0,4.0792416657791035,0.0
REC00360,2023-10-19,Northern,Gulu,Mangrove,4788.52,112.22,988.5,828.0,16,No,Medium,0.02343521589134012,0.0,0.1729135515775229,0.0
REC00361,2022-06-21,Northern,Gulu,Dry Forest,4188.23,200.34,1959.5,794.0,20,No,Medium,0.04783404922843302,0.0,0.1895788913216323,0.0
REC00362,2022-03-06,Northern,Gulu,Plantation,5635.42,107.37,988.9,712.0,2,Yes,Medium,0.019052705920765446,1.0,0.12634373303143331,2.0
REC00363,2023-08-01,Western,Kabale,Mangrove,4218.06,37.41,1513.5,666.0,25,No,Low,0.0088690061307805,0.0,0.15789249086072743,0.0
REC00364,2024-08-17,Central,Wakiso,Tropical Rainforest,7992.69,377.83,1249.5,105.0,24,Yes,High,0.047271944739505724,1.0,0.013137003937347753,24.0
REC00365,2022-02-18,Eastern,Mbale,Mangrove,3228.61,249.18,1066.8,228.0,7,No,Medium,0.0771787239709968,0.0,0.07061862535270597,0.0
REC00366,2021-01-31,Eastern,Mbale,Montane Forest,9894.84,54.95,2113.6,485.0,5,No,Low,0.0055533995496642695,0.0,0.049015446434707385,0.0
REC00367,2021-05-19,Central,Mukono,Woodland,4771.01,133.02,833.6,766.0,1,No,Medium,0.027880888952234433,0.0,0.16055300659608762,0.0
REC00368,2023-02-12,Central,Wakiso,Dry Forest,7714.06,112.54,2381.0,768.0,15,Yes,High,0.014588945380253718,1.0,0.09955846856259867,15.0
REC00369,2021-06-10,Northern,Gulu,Dry Forest,3225.9,139.57,1396.7,183.0,6,Yes,Medium,0.04326544530208624,1.0,0.056728354877708546,6.0
REC00370,2022-03-24,Western,Kabale,Dry Forest,663.99,44.72,2108.7,808.0,17,No,Low,0.06735041190379373,0.0,1.2168857964728383,0.0
REC00371,2023-02-01,Central,Mukono,Dry Forest,9737.59,505.46,2084.6,511.0,13,No,High,0.05190812100324618,0.0,0.0524770502763004,0.0
REC00372,2022-09-03,Central,Mukono,Dry Forest,7132.41,49.76,813.2,106.0,25,No,Low,0.006976603980982585,0.0,0.014861736776208884,0.0
REC00373,2022-05-10,Eastern,Mbale,Montane Forest,2520.0,130.46,886.2,178.0,12,Yes,High,0.05176984126984127,1.0,0.07063492063492063,12.0
REC00374,2022-06-10,Eastern,Mbale,Plantation,6311.81,232.3,1035.0,501.0,13,Yes,High,0.03680402293478416,1.0,0.0793750128726942,13.0
REC00375,2022-08-03,Western,Kabale,Mangrove,3366.29,8.33,1192.8,333.0,18,Yes,High,0.002474534279577814,1.0,0.0989219585953676,18.0
REC00376,2022-12-27,Central,Mukono,Woodland,4691.67,34.19,1924.8,572.0,5,Yes,Low,0.007287383810029264,1.0,0.12191820822862648,5.0
REC00377,2024-04-07,Eastern,Mbale,Tropical Rainforest,2182.8,70.21,1527.7,446.0,8,Yes,Low,0.032165109034267905,1.0,0.20432472054242257,8.0
REC00378,2022-09-17,Northern,Gulu,Mangrove,621.24,40.15,1855.0,812.0,4,Yes,Low,0.06462880690232438,1.0,1.3070632927693,4.0
REC00379,2023-01-27,Western,Kabale,Woodland,3244.52,130.6,1989.3,595.0,18,Yes,High,0.04025248727084438,1.0,0.1833861403227596,18.0
REC00380,2024-07-06,Central,Mukono,Mangrove,8587.57,675.82,2455.1,96.0,11,No,High,0.07869746622152717,0.0,0.011178948177423882,0.0
REC00381,2024-08-01,Western,Kabale,Dry Forest,3111.6,162.29,2284.0,42.0,12,No,Medium,0.05215644684406736,0.0,0.01349787890474354,0.0
REC00382,2024-01-01,Western,Kabale,Woodland,8025.32,405.95,1856.8,90.0,1,No,High,0.05058365273908081,0.0,0.01121450608823075,0.0
REC00383,2023-07-02,Central,Mukono,Plantation,1533.0,41.02,2116.8,313.0,10,Yes,Low,0.02675799086757991,1.0,0.20417482061317677,10.0
REC00384,2024-10-26,Eastern,Mbale,Woodland,3651.45,115.11,1464.0,711.0,15,No,Medium,0.03152446288460749,0.0,0.19471716715277493,0.0
REC00385,2023-04-19,Central,Mukono,Plantation,7751.05,122.21,1767.8,772.0,13,Yes,High,0.01576689609794802,1.0,0.09959940911231381,13.0
REC00386,2021-03-27,Central,Mukono,Dry Forest,4653.47,348.54,1095.4,504.0,25,No,High,0.07489894637764936,0.0,0.10830627467244873,0.0
REC00387,2021-06-22,Central,Mukono,Tropical Rainforest,1583.84,116.76,2442.4,233.0,25,No,Medium,0.07371956763309426,0.0,0.1471108192746742,0.0
REC00388,2022-09-13,Central,Wakiso,Tropical Rainforest,7802.33,276.98,1739.4,163.0,16,No,Medium,0.0354996520270227,0.0,0.020891195322422916,0.0
REC00389,2021-11-20,Western,Mbarara,Dry Forest,722.94,28.65,2212.6,484.0,10,Yes,Low,0.03962984480039837,1.0,0.6694884776053337,10.0
REC00390,2022-07-20,Western,Mbarara,Tropical Rainforest,3403.53,174.01,2214.9,742.0,2,No,Medium,0.05112633060381427,0.0,0.2180089495318096,0.0
REC00391,2022-01-30,Western,Kabale,Mangrove,851.01,9.95,2114.2,529.0,20,Yes,High,0.011691989518337035,1.0,0.6216143171055569,20.0
REC00392,2023-09-15,Central,Mukono,Plantation,1044.97,39.21,813.8,717.0,14,Yes,High,0.037522608304544625,1.0,0.6861440998306171,14.0
REC00393,2021-09-22,Western,Kabale,Mangrove,6539.61,273.17,2419.8,554.0,21,Yes,High,0.04177160411706509,1.0,0.08471453190633693,21.0
REC00394,2024-07-15,Eastern,Mbale,Montane Forest,8983.42,240.61,1606.3,282.0,5,Yes,Medium,0.026783786130449207,1.0,0.03139116283108215,5.0
REC00395,2022-10-05,Western,Mbarara,Woodland,6293.94,456.54,1598.7,129.0,4,Yes,High,0.07253643981353493,1.0,0.0204959055853726,4.0
REC00396,2022-09-21,Northern,Gulu,Mangrove,5678.9,210.63,1946.6,483.0,8,Yes,Medium,0.03708992938773354,1.0,0.08505168254415468,8.0
REC00397,2023-04-14,Eastern,Mbale,Mangrove,5815.66,72.41,2049.6,398.0,12,Yes,High,0.012450865421981339,1.0,0.06843591269090697,12.0
REC00398,2024-08-30,Northern,Gulu,Dry Forest,9027.11,127.91,1110.5,237.0,21,Yes,High,0.014169540417697357,1.0,0.026254249698962347,21.0
REC00399,2024-01-03,Western,Kabale,Tropical Rainforest,7807.42,511.18,2391.3,41.0,22,No,High,0.06547361356248287,0.0,0.005251414679881446,0.0
REC00400,2023-09-30,Central,Mukono,Plantation,9055.54,543.7,1826.8,610.0,5,No,High,0.06004059393476259,0.0,0.06736207890418461,0.0
REC00401,2023-12-23,Central,Wakiso,Mangrove,5396.15,14.28,1449.1,670.0,4,No,Low,0.0026463311805639206,0.0,0.12416259740741084,0.0
REC00402,2022-08-27,Eastern,Mbale,Mangrove,4343.8,308.82,2446.4,57.0,21,No,High,0.0710944334453704,0.0,0.013122151111929646,0.0
REC00403,2021-09-15,Central,Mukono,Plantation,7150.2,201.76,2054.0,232.0,2,No,Medium,0.028217392520488938,0.0,0.03244664484909513,0.0
REC00404,2024-08-30,Eastern,Mbale,Plantation,7381.33,165.57,1736.0,64.0,3,Yes,Medium,0.02243091692147621,1.0,0.008670524146732365,3.0
REC00405,2022-04-23,Eastern,Mbale,Tropical Rainforest,4530.04,30.47,2006.0,735.0,9,No,Low,0.006726209923091186,0.0,0.16225022295608868,0.0
REC00406,2021-05-24,Western,Kabale,Montane Forest,4461.07,270.03,1833.1,657.0,16,Yes,High,0.06053032120096748,1.0,0.14727408446852439,16.0
REC00407,2024-12-27,Central,Wakiso,Woodland,2859.44,55.55,1450.1,213.0,22,Yes,High,0.01942688078784657,1.0,0.07449010995159891,22.0
REC00408,2022-12-04,Western,Kabale,Dry Forest,1054.67,32.09,1036.5,166.0,3,No,Low,0.030426578929902245,0.0,0.1573952041870917,0.0
REC00409,2022-12-30,Eastern,Mbale,Montane Forest,2010.67,114.66,1587.7,403.0,1,Yes,Medium,0.057025767530226236,1.0,0.200430702203743,1.0
REC00410,2022-05-24,Western,Kabale,Montane Forest,5500.31,43.17,2070.7,820.0,11,Yes,High,0.007848648530719177,1.0,0.14908250625873815,11.0
REC00411,2021-04-04,Eastern,Mbale,Mangrove,3356.46,105.98,2238.8,285.0,21,Yes,High,0.03157493311405469,1.0,0.08491088825727106,21.0
REC00412,2024-07-09,Central,Mukono,Montane Forest,1660.69,107.51,2226.6,78.0,4,Yes,Medium,0.06473815100952014,1.0,0.04696842878562525,4.0
REC00413,2022-02-16,Northern,Gulu,Tropical Rainforest,3055.15,144.41,1446.5,54.0,10,No,Medium,0.04726772826211479,0.0,0.01767507323699327,0.0
REC00414,2022-02-11,Western,Mbarara,Woodland,4737.6,219.63,1705.5,361.0,5,Yes,Medium,0.04635891590678824,1.0,0.07619891928402567,5.0
REC00415,2024-10-23,Western,Kabale,Plantation,6370.74,374.56,2136.0,210.0,17,No,High,0.05879379789475006,0.0,0.03296320364667213,0.0
REC00416,2023-04-07,Northern,Gulu,Mangrove,5769.48,15.85,823.6,672.0,25,Yes,High,0.002747214653660295,1.0,0.11647496828137026,25.0
REC00417,2021-09-23,Western,Mbarara,Dry Forest,8526.47,255.84,1265.2,414.0,1,Yes,Medium,0.030005383235969872,1.0,0.048554677375279576,1.0
REC00418,2022-03-17,Central,Wakiso,Montane Forest,9674.87,343.9,2488.8,541.0,6,Yes,High,0.03554569725484683,1.0,0.055918064015330435,6.0
REC00419,2022-01-05,Central,Wakiso,Tropical Rainforest,3937.01,213.18,1631.0,477.0,9,Yes,Medium,0.05414769076024699,1.0,0.12115793457471533,9.0
REC00420,2022-09-21,Central,Mukono,Tropical Rainforest,3831.31,41.37,891.4,823.0,21,Yes,High,0.010797873312261341,1.0,0.21480903398576467,21.0
REC00421,2021-09-21,Central,Wakiso,Dry Forest,9249.23,707.81,2130.4,631.0,6,No,High,0.07652637030325768,0.0,0.0682218952280352,0.0
REC00422,2023-09-21,Central,Wakiso,Woodland,7098.41,441.04,2048.2,811.0,3,No,High,0.06213222397691878,0.0,0.11425093788608999,0.0
REC00423,2024-07-28,Northern,Gulu,Woodland,2890.53,67.43,2440.3,699.0,2,Yes,Low,0.02332790180347549,1.0,0.2418241637346784,2.0
REC00424,2023-05-10,Western,Kabale,Plantation,3314.32,173.97,1368.2,36.0,20,No,Medium,0.0524904052716696,0.0,0.01086195660044896,0.0
REC00425,2024-03-31,Western,Kabale,Montane Forest,8676.52,0.43,1099.8,323.0,14,No,Low,4.9559039799366566e-05,0.0,0.0372269066399893,0.0
REC00426,2023-06-08,Northern,Gulu,Mangrove,8685.67,663.54,1152.3,315.0,22,Yes,High,0.07639479740768415,1.0,0.03626663228052643,22.0
REC00427,2024-08-07,Western,Kabale,Montane Forest,3011.43,100.44,1402.4,106.0,8,No,Medium,0.03335292535439974,0.0,0.03519922428879303,0.0
REC00428,2023-02-23,Central,Mukono,Plantation,196.25,12.4,1446.3,90.0,24,No,Low,0.06318471337579618,0.0,0.4585987261146497,0.0
REC00429,2024-07-17,Western,Kabale,Woodland,1872.74,23.36,1901.7,427.0,14,Yes,High,0.01247370163503743,1.0,0.2280081591678503,14.0
REC00430,2024-08-17,Central,Mukono,Plantation,352.55,21.16,1333.1,373.0,22,No,Low,0.06001985533966813,0.0,1.0580059566019004,0.0
REC00431,2021-05-27,Eastern,Mbale,Dry Forest,1596.54,109.4,1854.0,178.0,7,No,Medium,0.06852318137973368,0.0,0.11149109950267454,0.0
REC00432,2023-11-06,Western,Mbarara,Plantation,6048.76,108.6,1347.5,77.0,13,No,Medium,0.017954093070315237,0.0,0.01272988182701909,0.0
REC00433,2021-10-13,Eastern,Mbale,Montane Forest,680.84,8.56,1947.8,789.0,2,Yes,Low,0.01257270430644498,1.0,1.1588625815169495,2.0
REC00434,2022-02-01,Central,Mukono,Tropical Rainforest,2853.45,168.28,2362.8,211.0,3,Yes,Medium,0.058974224184758804,1.0,0.0739455746552419,3.0
REC00435,2021-12-19,Eastern,Mbale,Mangrove,7657.4,16.94,2169.3,524.0,1,Yes,Low,0.0022122391412228697,1.0,0.06843053778044768,1.0
REC00436,2023-08-26,Central,Mukono,Woodland,5791.93,416.58,765.8,605.0,5,Yes,High,0.07192421179123366,1.0,0.10445568230279026,5.0
REC00437,2024-02-05,Eastern,Mbale,Dry Forest,8982.81,332.74,1071.9,863.0,4,Yes,High,0.03704186106574669,1.0,0.09607238714834222,4.0
REC00438,2022-06-19,Central,Wakiso,Plantation,6346.02,96.29,1445.9,667.0,22,No,Low,0.015173289715443695,0.0,0.10510524706824119,0.0
REC00439,2022-04-21,Central,Wakiso,Plantation,7775.38,101.5,711.0,563.0,10,Yes,Medium,0.01305402436922697,1.0,0.07240803664901266,10.0
REC00440,2024-07-14,Northern,Gulu,Montane Forest,8358.1,533.83,1607.1,597.0,6,No,High,0.06386977901676219,0.0,0.07142771682559433,0.0
REC00441,2022-04-07,Western,Kabale,Tropical Rainforest,8000.06,336.24,1228.4,858.0,16,No,High,0.04202968477736417,0.0,0.10724919563103276,0.0
REC00442,2024-06-04,Eastern,Mbale,Woodland,3408.51,268.2,1217.6,777.0,4,No,Medium,0.07868540799352208,0.0,0.22795884418704945,0.0
REC00443,2022-07-15,Central,Mukono,Montane Forest,2178.5,77.41,1301.1,865.0,8,No,Low,0.03553362405324765,0.0,0.3970621987606151,0.0
REC00444,2024-03-24,Central,Wakiso,Plantation,7717.97,569.56,857.3,571.0,11,No,High,0.07379660713892383,0.0,0.07398318469753057,0.0
REC00445,2023-03-02,Western,Kabale,Tropical Rainforest,5344.06,145.4,1603.9,669.0,5,No,Medium,0.027207778355781934,0.0,0.1251857202202071,0.0
REC00446,2023-01-07,Eastern,Mbale,Montane Forest,717.64,31.25,1604.5,144.0,11,No,Low,0.04354551028370771,0.0,0.20065771138732513,0.0
REC00447,2021-07-30,Western,Mbarara,Mangrove,8517.15,412.06,1338.7,583.0,10,No,High,0.04838003322707714,0.0,0.06845012709650529,0.0
REC00448,2021-12-20,Eastern,Mbale,Montane Forest,687.36,9.6,2131.6,457.0,11,Yes,High,0.013966480446927373,1.0,0.6648626629422719,11.0
REC00449,2023-12-13,Western,Mbarara,Tropical Rainforest,3348.8,261.97,1553.7,879.0,8,Yes,Medium,0.07822802197802198,1.0,0.262482083134257,8.0
REC00450,2022-07-30,Northern,Gulu,Mangrove,7965.55,179.9,920.9,725.0,23,No,Medium,0.022584755603818944,0.0,0.0910169417052181,0.0
REC00451,2024-05-29,Central,Mukono,Plantation,292.46,15.24,2031.1,622.0,7,Yes,Low,0.05210969021404637,1.0,2.126786569103467,7.0
REC00452,2024-03-29,Western,Kabale,Plantation,574.78,38.51,2086.2,350.0,8,No,Low,0.06699954765301507,0.0,0.6089286335641463,0.0
REC00453,2022-03-16,Central,Wakiso,Mangrove,7711.45,283.5,1912.3,165.0,0,Yes,Medium,0.036763513995422395,1.0,0.021396754177229964,0.0
REC00454,2022-02-26,Western,Mbarara,Montane Forest,6652.18,78.69,2381.0,804.0,24,Yes,High,0.011829204862165484,1.0,0.12086263450477888,24.0
REC00455,2023-08-27,Western,Kabale,Plantation,3255.92,145.48,852.8,577.0,14,No,Medium,0.04468168751074965,0.0,0.17721565640433426,0.0
REC00456,2024-01-08,Northern,Gulu,Mangrove,6913.01,220.42,1867.2,853.0,9,Yes,Medium,0.03188480849875813,1.0,0.12339053465856406,9.0
REC00457,2024-10-10,Central,Wakiso,Montane Forest,6990.56,23.37,1581.8,563.0,15,Yes,High,0.0033430798104872855,1.0,0.08053718157057517,15.0
REC00458,2021-09-05,Western,Kabale,Tropical Rainforest,8476.59,592.72,1202.5,309.0,7,Yes,High,0.06992434457724156,1.0,0.03645333795783446,7.0
REC00459,2022-07-21,Western,Kabale,Montane Forest,3383.65,68.97,2128.3,641.0,20,Yes,High,0.02038331387702629,1.0,0.18944039720420255,20.0
REC00460,2021-07-20,Northern,Gulu,Montane Forest,6237.34,206.41,2094.7,691.0,17,Yes,High,0.03309263243626289,1.0,0.11078440489054629,17.0
REC00461,2023-12-17,Eastern,Mbale,Montane Forest,6190.5,297.75,2229.0,873.0,13,Yes,High,0.04809789193118488,1.0,0.14102253452871336,13.0
REC00462,2023-07-02,Central,Mukono,Woodland,4748.88,125.2,1553.4,771.0,17,Yes,High,0.02636411111672647,1.0,0.1623540708546015,17.0
REC00463,2021-05-31,Central,Wakiso,Plantation,4165.22,95.2,1926.8,93.0,1,No,Low,0.022855935580833663,0.0,0.0223277521955623,0.0
REC00464,2021-10-12,Eastern,Mbale,Tropical Rainforest,9771.24,662.46,1921.1,777.0,21,No,High,0.06779692239674802,0.0,0.07951907843835583,0.0
REC00465,2024-11-24,Western,Mbarara,Tropical Rainforest,1803.98,71.63,1677.0,849.0,21,Yes,High,0.03970664863246821,1.0,0.47062606015587755,21.0
REC00466,2024-11-23,Northern,Gulu,Tropical Rainforest,563.89,24.55,1060.7,444.0,4,No,Low,0.04353686002589158,0.0,0.7873876110588944,0.0
REC00467,2021-01-27,Northern,Gulu,Dry Forest,9895.35,719.8,1523.7,337.0,16,Yes,High,0.07274123704568307,1.0,0.0340564002283901,16.0
REC00468,2023-09-15,Central,Mukono,Tropical Rainforest,403.43,5.81,1754.9,413.0,4,Yes,Low,0.014401507076816299,1.0,1.0237215873881467,4.0
REC00469,2022-09-26,Central,Wakiso,Tropical Rainforest,3951.15,81.58,732.5,832.0,17,No,Low,0.020647153360414054,0.0,0.21057160573503916,0.0
REC00470,2023-08-11,Western,Kabale,Montane Forest,8587.15,258.68,1752.3,378.0,14,Yes,High,0.03012408074856035,1.0,0.04401926133816226,14.0
REC00471,2021-10-11,Western,Mbarara,Mangrove,2393.67,117.41,1234.9,393.0,12,Yes,High,0.04905020324439041,1.0,0.16418303274887516,12.0
REC00472,2022-05-02,Western,Mbarara,Plantation,1032.72,25.58,1036.7,369.0,4,No,Low,0.02476954063056782,0.0,0.35730885428770626,0.0
REC00473,2022-09-19,Northern,Gulu,Plantation,244.72,13.44,1801.9,307.0,23,Yes,High,0.05491990846681922,1.0,1.2544949329846355,23.0
REC00474,2024-01-29,Western,Mbarara,Tropical Rainforest,485.06,3.74,2434.0,722.0,5,Yes,Low,0.007710386343957449,1.0,1.4884756524965983,5.0
REC00475,2024-11-10,Northern,Gulu,Dry Forest,7026.01,372.33,2434.8,216.0,1,No,High,0.052993092808009096,0.0,0.03074291098361659,0.0
REC00476,2024-03-03,Eastern,Mbale,Tropical Rainforest,8348.5,329.67,1891.2,798.0,15,No,High,0.03948853087380967,0.0,0.0955860334191771,0.0
REC00477,2023-09-29,Western,Kabale,Woodland,4466.42,169.18,2129.9,241.0,17,No,Medium,0.03787821118479677,0.0,0.053958203661993276,0.0
REC00478,2021-05-19,Western,Kabale,Dry Forest,7403.82,432.36,1253.6,341.0,4,No,High,0.05839688160976361,0.0,0.04605730555307936,0.0
REC00479,2021-04-29,Western,Kabale,Plantation,1826.27,142.35,779.4,349.0,22,Yes,High,0.07794575829422812,1.0,0.1910998921298603,22.0
REC00480,2021-06-20,Central,Mukono,Plantation,1533.38,33.1,2056.9,174.0,7,Yes,Low,0.02158629954740508,1.0,0.11347480728847383,7.0
REC00481,2023-11-09,Western,Mbarara,Dry Forest,3464.19,62.52,860.6,155.0,7,No,Low,0.01804750894148416,0.0,0.044743504253519584,0.0
REC00482,2023-04-16,Eastern,Mbale,Montane Forest,8687.68,444.74,1310.7,455.0,15,Yes,High,0.051192032855722124,1.0,0.05237301558068437,15.0
REC00483,2024-06-09,Northern,Gulu,Plantation,7743.03,249.45,1007.2,668.0,23,Yes,High,0.0322160704530397,1.0,0.08627113675137511,23.0
REC00484,2021-12-26,Central,Mukono,Tropical Rainforest,9655.01,623.04,1368.9,121.0,13,Yes,High,0.0645302283477697,1.0,0.012532353669234936,13.0
REC00485,2021-02-28,Central,Mukono,Tropical Rainforest,9043.92,414.11,2262.1,156.0,22,No,High,0.045788773009933746,0.0,0.017249157445001724,0.0
REC00486,2022-03-18,Central,Wakiso,Plantation,9748.93,52.0,1681.1,419.0,19,No,Low,0.005333918696718512,0.0,0.04297907565240493,0.0
REC00487,2022-06-25,Northern,Gulu,Dry Forest,6516.19,350.28,772.6,91.0,22,No,High,0.053755338625792064,0.0,0.01396521587000993,0.0
REC00488,2022-04-16,Central,Mukono,Plantation,5614.31,189.0,1922.9,35.0,14,Yes,High,0.033663976517149925,1.0,0.006234069725398134,14.0
REC00489,2024-04-07,Eastern,Mbale,Tropical Rainforest,8483.09,609.29,1602.3,392.0,18,No,High,0.0718240641087151,0.0,0.04620957693481974,0.0
REC00490,2024-02-26,Eastern,Mbale,Mangrove,7830.98,595.83,2167.1,844.0,9,Yes,High,0.07608626251120551,1.0,0.10777705983159197,9.0
REC00491,2022-06-29,Central,Mukono,Mangrove,4856.96,77.9,2077.2,862.0,18,Yes,High,0.016038839109237056,1.0,0.17747726973250758,18.0
REC00492,2024-09-15,Western,Kabale,Montane Forest,7513.11,10.35,1600.1,435.0,16,No,Low,0.0013775919692377723,0.0,0.057898792909993335,0.0
REC00493,2022-10-16,Western,Mbarara,Mangrove,402.49,8.83,1716.3,437.0,9,Yes,Low,0.021938433253000073,1.0,1.0857412606524386,9.0
REC00494,2023-09-07,Western,Mbarara,Tropical Rainforest,480.69,33.7,1412.6,356.0,18,No,Low,0.07010755372485386,0.0,0.7406020512180408,0.0
REC00495,2021-08-24,Northern,Gulu,Woodland,7796.74,102.94,2275.8,455.0,0,No,Medium,0.013202954055156386,0.0,0.05835772386920687,0.0
REC00496,2023-06-17,Western,Mbarara,Tropical Rainforest,1473.89,76.39,1096.1,518.0,12,Yes,High,0.05182883390212295,1.0,0.35145092238905207,12.0
REC00497,2021-07-29,Eastern,Mbale,Plantation,9704.17,154.91,711.7,664.0,16,No,Medium,0.015963240545044038,0.0,0.06842419289851683,0.0
REC00498,2023-07-11,Central,Mukono,Dry Forest,2228.78,88.33,1757.3,734.0,8,No,Low,0.03963154730390617,0.0,0.3293281526216136,0.0
REC00499,2023-08-07,Western,Mbarara,Plantation,9602.15,30.66,1013.3,736.0,20,No,Low,0.003193034893227038,0.0,0.07664950037231245,0.0
REC00500,2022-02-02,Central,Wakiso,Plantation,4729.13,308.99,1967.8,702.0,17,No,High,0.06533759909327931,0.0,0.1484416795478238,0.0
REC00501,2024-02-28,Western,Kabale,Woodland,7775.17,608.59,732.8,853.0,11,No,High,0.0782735297106044,0.0,0.10970821216770824,0.0
REC00502,2024-06-24,Central,Mukono,Montane Forest,3996.42,308.45,1022.3,112.0,6,No,High,0.07718157751187313,0.0,0.028025082448791667,0.0
REC00503,2024-02-07,Western,Mbarara,Tropical Rainforest,7184.15,130.47,885.0,659.0,16,Yes,High,0.01816081234384026,1.0,0.0917297105433489,16.0
REC00504,2022-06-07,Eastern,Mbale,Montane Forest,7059.25,113.66,2036.6,688.0,0,Yes,Medium,0.016100860573007046,1.0,0.09746077841130432,0.0
REC00505,2022-01-01,Western,Mbarara,Woodland,2836.72,151.43,1364.5,575.0,10,Yes,Medium,0.053382075072619085,1.0,0.2026988916777123,10.0
REC00506,2022-10-25,Western,Mbarara,Plantation,528.34,38.7,1152.3,477.0,16,Yes,High,0.07324828708786009,1.0,0.9028277245712988,16.0
REC00507,2022-07-12,Western,Kabale,Tropical Rainforest,7987.68,59.45,1271.7,81.0,0,Yes,Low,0.007442711776135248,1.0,0.010140616549486208,0.0
REC00508,2024-05-03,Northern,Gulu,Montane Forest,3279.68,101.88,2439.9,841.0,17,Yes,High,0.03106400624451166,1.0,0.25642745633720365,17.0
REC00509,2023-08-03,Northern,Gulu,Dry Forest,6914.87,297.08,2126.4,876.0,15,No,Medium,0.04296248519494943,0.0,0.12668350959598662,0.0
REC00510,2023-09-29,Central,Mukono,Woodland,9634.76,286.14,1893.9,383.0,6,Yes,Medium,0.029698715899513842,1.0,0.03975189833477948,6.0
REC00511,2023-03-30,Northern,Gulu,Plantation,6518.65,24.02,1044.6,564.0,12,Yes,High,0.0036848120393026163,1.0,0.08652098210519049,12.0
REC00512,2024-04-07,Western,Mbarara,Tropical Rainforest,1420.85,17.11,1486.8,394.0,2,No,Low,0.012042087482844776,0.0,0.2772988000140761,0.0
REC00513,2022-09-17,Central,Wakiso,Tropical Rainforest,5986.36,404.44,1267.4,655.0,25,Yes,High,0.0675602536432824,1.0,0.1094154043525615,25.0
REC00514,2021-10-24,Western,Kabale,Woodland,4636.76,60.22,1112.2,359.0,11,Yes,High,0.012987517145593043,1.0,0.07742475349166228,11.0
REC00515,2021-04-17,Western,Kabale,Dry Forest,9023.72,172.7,1735.8,793.0,25,No,Medium,0.019138448444765574,0.0,0.08787949980717487,0.0
REC00516,2023-12-23,Western,Kabale,Tropical Rainforest,1704.69,110.98,1747.1,360.0,7,Yes,Medium,0.06510274595380978,1.0,0.21118209175861885,7.0
REC00517,2024-05-20,Eastern,Mbale,Mangrove,5716.21,245.16,1938.9,743.0,18,No,Medium,0.04288855727833652,0.0,0.12998122882119445,0.0
REC00518,2022-05-15,Western,Mbarara,Woodland,9146.86,442.35,2127.3,774.0,4,Yes,High,0.04836085826174228,1.0,0.08461920265533746,4.0
