Forest_Area_ha,Tree_Cover_Loss_ha,Annual_Rainfall_mm,Population_Density,Fire_Incidents,Deforestation_Risk,Illegal_Logging_Flag,Year,Month,Day,Region_Central,Region_Eastern,Region_Northern,Region_Western,District_Gulu,District_Kabale,District_Mbale,District_Mbarara,District_Mukono,District_Wakiso,Forest_Type_Dry Forest,Forest_Type_Mangrove,Forest_Type_Montane Forest,Forest_Type_Plantation,Forest_Type_Tropical Rainforest,Forest_Type_Woodland
3061.15,120.24,2112.0,211.0,11,2,0.0,2024.0,12.0,13.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6557.89,75.63,888.3,777.0,9,1,0.0,2022.0,10.0,17.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
4082.87,4.12,1789.1,63.0,18,0,1.0,2024.0,12.0,12.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
7318.54,330.51,2175.4,318.0,9,0,0.0,2024.0,10.0,28.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4444.17,53.01,2030.7,716.0,13,0,1.0,2021.0,5.0,29.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4581.93,213.74,1012.7,370.0,0,2,0.0,2024.0,9.0,30.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8167.05,293.02,830.3,784.0,16,0,1.0,2024.0,4.0,8.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5553.29,8.3,1025.0,517.0,18,1,0.0,2022.0,4.0,20.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1331.86,93.52,2092.9,480.0,0,1,1.0,2023.0,1.0,10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8970.71,563.49,1821.4,811.0,17,0,0.0,2021.0,5.0,25.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1832.21,119.2,1628.8,69.0,11,2,0.0,2023.0,1.0,20.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7457.67,16.87,2404.1,774.0,14,1,0.0,2022.0,1.0,20.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2657.95,111.66,2272.3,144.0,15,0,1.0,2024.0,9.0,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8560.14,675.8,1060.6,763.0,6,0,0.0,2023.0,9.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4245.5,159.6,1794.1,212.0,12,0,1.0,2021.0,5.0,22.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
8865.39,493.52,1342.4,660.0,5,0,0.0,2023.0,7.0,27.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
6595.68,149.92,750.5,828.0,14,2,0.0,2021.0,2.0,28.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3448.77,171.74,1516.6,740.0,16,0,1.0,2023.0,8.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4576.39,151.74,859.7,581.0,5,2,0.0,2023.0,11.0,26.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
8654.68,459.81,845.9,212.0,14,0,0.0,2023.0,4.0,17.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4789.41,353.41,1519.8,350.0,15,0,1.0,2023.0,3.0,20.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
7205.97,448.31,2148.0,649.0,10,0,1.0,2023.0,7.0,24.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
7905.38,385.2,2030.1,687.0,17,0,0.0,2022.0,2.0,28.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1460.53,86.27,1034.7,241.0,21,1,0.0,2021.0,3.0,29.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6833.21,489.3,865.6,414.0,10,0,0.0,2022.0,9.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3060.62,198.51,1126.4,842.0,14,2,0.0,2024.0,3.0,26.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
9600.27,122.79,2374.5,362.0,22,2,0.0,2022.0,11.0,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7056.22,495.09,810.8,105.0,16,0,0.0,2022.0,9.0,28.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6486.42,499.67,2441.7,264.0,22,0,0.0,2023.0,3.0,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
8987.92,462.74,923.2,847.0,12,0,0.0,2021.0,11.0,19.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9327.46,155.32,1610.0,579.0,21,2,0.0,2022.0,7.0,26.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6769.81,522.92,989.7,773.0,24,0,1.0,2022.0,10.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1421.12,4.79,1170.2,836.0,13,0,1.0,2023.0,4.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7797.16,103.02,2387.4,138.0,22,2,0.0,2021.0,7.0,23.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5400.82,183.15,1771.6,756.0,6,2,0.0,2023.0,11.0,24.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
7079.05,22.07,2338.1,710.0,9,1,0.0,2023.0,1.0,22.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3309.62,185.32,771.6,803.0,23,2,0.0,2023.0,5.0,31.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9646.3,301.82,2406.3,742.0,19,0,1.0,2022.0,2.0,17.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
9347.23,28.05,1402.8,156.0,12,1,0.0,2022.0,1.0,19.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
5138.95,373.79,1469.6,898.0,15,0,1.0,2022.0,6.0,6.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
884.77,6.8,2291.4,663.0,19,1,0.0,2021.0,1.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8549.93,525.85,761.3,604.0,24,0,0.0,2023.0,2.0,25.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5011.96,363.05,1774.7,484.0,10,0,1.0,2024.0,5.0,19.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1787.21,9.1,1766.9,537.0,13,0,1.0,2022.0,9.0,18.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9741.11,643.07,1866.5,571.0,11,0,1.0,2023.0,6.0,3.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2028.63,94.6,869.4,209.0,8,1,1.0,2023.0,4.0,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
446.82,10.94,2273.1,431.0,8,1,1.0,2021.0,4.0,16.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
6420.7,238.05,2326.2,148.0,8,2,0.0,2024.0,1.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8478.56,462.32,1875.5,673.0,22,0,1.0,2021.0,12.0,26.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1220.49,46.15,1175.5,374.0,4,1,1.0,2024.0,3.0,31.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8795.13,535.83,1714.6,820.0,11,0,1.0,2022.0,9.0,10.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1048.86,9.64,1330.3,432.0,1,1,1.0,2021.0,8.0,23.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7113.07,555.49,827.3,246.0,24,0,0.0,2023.0,5.0,23.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
5565.34,266.32,2343.8,162.0,23,2,0.0,2021.0,5.0,27.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4681.85,189.48,1893.9,845.0,3,2,1.0,2023.0,6.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4983.67,311.54,1834.6,323.0,2,0,0.0,2023.0,10.0,14.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7349.63,371.18,1834.7,196.0,16,0,0.0,2022.0,4.0,22.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8467.9,272.3,2033.0,433.0,9,2,0.0,2024.0,7.0,30.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9588.0,762.79,844.5,793.0,11,0,1.0,2022.0,7.0,6.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
8218.07,598.68,2482.3,152.0,2,0,0.0,2023.0,3.0,23.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8597.44,133.52,991.0,776.0,11,0,1.0,2024.0,11.0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7771.7,513.72,2062.7,173.0,24,0,0.0,2023.0,7.0,17.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
310.12,3.92,1159.6,305.0,23,0,1.0,2023.0,5.0,20.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7986.01,399.83,1791.1,488.0,24,0,1.0,2023.0,9.0,23.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7110.41,157.31,2348.2,301.0,24,2,0.0,2021.0,5.0,15.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
9812.2,187.02,2273.9,486.0,19,2,0.0,2022.0,4.0,13.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2766.58,178.57,1790.2,107.0,8,2,1.0,2024.0,3.0,11.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8972.07,707.87,1659.2,321.0,2,0,0.0,2021.0,8.0,27.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3099.58,59.55,2455.8,565.0,23,0,1.0,2023.0,1.0,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3276.45,150.15,2437.0,462.0,22,2,0.0,2023.0,11.0,24.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1632.88,6.21,1745.9,674.0,11,1,0.0,2021.0,7.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
9680.71,678.59,1848.6,512.0,20,0,1.0,2022.0,9.0,14.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5578.04,414.38,1765.9,445.0,23,0,1.0,2023.0,10.0,22.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
8893.17,452.45,1235.9,158.0,25,0,1.0,2021.0,3.0,22.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
4924.39,216.42,2478.3,505.0,10,2,1.0,2023.0,3.0,30.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
8669.85,664.21,1353.1,642.0,8,0,0.0,2022.0,4.0,27.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5259.55,234.79,782.1,812.0,0,2,0.0,2024.0,4.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3151.77,222.55,1967.2,591.0,16,0,1.0,2021.0,4.0,3.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1123.73,4.17,891.2,368.0,0,1,1.0,2022.0,6.0,28.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
495.39,31.21,1154.4,456.0,23,0,1.0,2022.0,10.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3572.07,10.27,1380.8,831.0,13,1,0.0,2024.0,4.0,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2164.33,16.54,1866.4,566.0,13,0,1.0,2024.0,5.0,5.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1588.84,74.82,2227.7,418.0,0,1,0.0,2022.0,8.0,7.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3574.15,52.41,782.3,895.0,16,1,0.0,2023.0,3.0,6.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1707.19,97.66,2284.3,179.0,5,1,1.0,2024.0,8.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
8182.46,350.89,2362.4,460.0,1,0,1.0,2024.0,3.0,10.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3446.57,171.24,771.7,589.0,25,0,1.0,2023.0,10.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6497.25,26.92,1611.1,432.0,16,0,1.0,2023.0,4.0,8.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3180.68,34.91,1642.5,271.0,11,0,1.0,2024.0,11.0,20.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
677.21,15.18,2354.5,587.0,0,1,0.0,2022.0,11.0,11.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
9691.94,390.09,2099.6,310.0,10,0,1.0,2023.0,5.0,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
312.73,18.34,1290.6,731.0,2,1,1.0,2021.0,7.0,15.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1146.31,87.28,847.0,325.0,0,1,0.0,2023.0,12.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
878.29,27.9,2249.9,825.0,1,1,1.0,2022.0,1.0,3.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3092.29,207.35,830.0,372.0,21,0,1.0,2024.0,10.0,25.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4381.86,198.33,2092.7,238.0,4,2,0.0,2022.0,10.0,9.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9691.06,195.17,1529.4,539.0,10,2,0.0,2024.0,6.0,29.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2510.83,132.13,1500.8,844.0,18,0,1.0,2024.0,5.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6282.71,277.91,1923.6,660.0,13,2,0.0,2022.0,6.0,11.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6093.95,253.33,1951.1,431.0,14,0,1.0,2022.0,7.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4209.37,233.17,2437.0,329.0,7,2,0.0,2022.0,6.0,12.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1849.01,12.8,1655.7,610.0,24,0,1.0,2023.0,5.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
4119.31,44.56,2326.3,289.0,12,0,1.0,2023.0,9.0,4.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6621.91,77.56,853.2,151.0,11,1,0.0,2024.0,8.0,13.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6721.01,496.93,2335.8,585.0,2,0,0.0,2021.0,2.0,26.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7919.89,12.33,2147.0,545.0,4,1,1.0,2024.0,4.0,17.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9125.64,574.39,790.4,425.0,12,0,0.0,2022.0,3.0,16.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
9495.19,152.17,2331.3,485.0,15,0,1.0,2024.0,12.0,30.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2350.9,35.43,1972.1,114.0,20,0,1.0,2023.0,9.0,30.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2013.43,119.03,893.6,301.0,3,2,1.0,2021.0,1.0,14.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6030.91,458.86,1946.1,515.0,11,0,0.0,2021.0,9.0,8.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2284.47,0.1,798.5,193.0,19,0,1.0,2023.0,5.0,23.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3296.73,90.74,1820.1,438.0,7,1,0.0,2024.0,12.0,29.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6980.03,14.89,843.1,396.0,11,0,1.0,2022.0,4.0,26.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9576.77,502.52,1848.3,635.0,13,0,0.0,2021.0,7.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3761.36,129.25,1770.9,851.0,5,2,1.0,2021.0,12.0,16.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
9219.09,612.38,1629.7,405.0,14,0,0.0,2022.0,9.0,10.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
7610.94,66.08,1522.9,688.0,9,1,1.0,2024.0,6.0,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9768.04,720.91,1028.1,619.0,11,0,1.0,2023.0,8.0,16.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6963.61,203.54,1073.2,280.0,6,2,1.0,2021.0,5.0,20.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8408.04,258.94,1630.2,734.0,6,2,1.0,2024.0,8.0,15.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9573.43,318.47,956.9,116.0,22,0,1.0,2024.0,12.0,28.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6509.82,368.87,1114.0,269.0,1,0,1.0,2022.0,1.0,29.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6195.86,116.24,1432.0,565.0,5,2,0.0,2022.0,10.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5941.36,411.62,1683.8,597.0,6,0,1.0,2023.0,6.0,20.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2160.46,62.25,809.4,467.0,6,1,1.0,2023.0,1.0,13.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1899.54,103.31,734.2,808.0,14,0,1.0,2021.0,2.0,14.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5367.54,341.29,2271.6,200.0,14,0,0.0,2023.0,9.0,20.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6140.26,211.19,1026.5,245.0,22,0,1.0,2021.0,1.0,11.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5632.05,183.15,2167.4,617.0,9,2,0.0,2021.0,11.0,6.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7118.02,37.32,2056.3,153.0,4,1,1.0,2022.0,1.0,9.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8625.82,431.08,1568.0,433.0,16,0,1.0,2022.0,11.0,4.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8584.52,420.49,1200.7,346.0,16,0,0.0,2024.0,5.0,21.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7259.34,564.05,1780.3,433.0,25,0,1.0,2024.0,2.0,27.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6506.29,284.87,2461.6,419.0,13,0,1.0,2023.0,12.0,11.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
7936.66,137.3,2378.6,434.0,4,2,0.0,2021.0,8.0,8.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
258.37,20.55,1025.7,284.0,24,0,1.0,2024.0,2.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
9877.9,23.19,2191.4,288.0,3,1,0.0,2021.0,11.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7942.29,591.07,1850.7,577.0,6,0,0.0,2021.0,5.0,20.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
5530.39,276.54,2359.8,702.0,9,2,0.0,2021.0,9.0,23.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
7754.84,319.2,2147.1,176.0,18,0,1.0,2024.0,12.0,13.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4255.26,41.39,1164.5,192.0,8,1,1.0,2023.0,9.0,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5759.12,42.69,1918.5,515.0,20,1,0.0,2021.0,4.0,30.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9681.12,298.99,1009.8,488.0,24,0,1.0,2024.0,11.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7016.08,375.53,1841.5,120.0,13,0,0.0,2022.0,2.0,20.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
5244.67,42.02,1992.6,537.0,0,1,0.0,2022.0,2.0,6.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
220.19,11.07,1127.4,783.0,14,0,1.0,2023.0,10.0,21.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
7933.31,477.94,2170.6,783.0,9,0,1.0,2022.0,3.0,12.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3028.34,44.91,931.3,426.0,2,1,0.0,2022.0,9.0,30.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7446.55,515.43,2151.6,589.0,17,0,1.0,2021.0,4.0,23.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5328.32,223.1,2211.8,399.0,8,2,1.0,2021.0,2.0,17.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5673.19,76.61,1488.0,515.0,13,0,1.0,2022.0,4.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3329.65,248.64,1657.1,675.0,25,0,1.0,2022.0,8.0,24.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6189.71,454.1,2051.0,897.0,20,0,1.0,2024.0,12.0,14.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3448.55,182.26,913.1,81.0,8,2,1.0,2021.0,5.0,24.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9167.64,156.09,2113.1,135.0,19,2,0.0,2022.0,3.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2776.69,100.51,1610.1,190.0,5,2,1.0,2024.0,4.0,19.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1069.38,46.81,2464.4,612.0,25,1,0.0,2023.0,12.0,12.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
9248.54,330.41,1333.2,167.0,5,0,1.0,2023.0,4.0,15.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7936.77,407.47,1453.4,853.0,22,0,1.0,2022.0,8.0,9.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
187.78,8.89,1321.9,766.0,11,1,0.0,2023.0,5.0,27.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4788.52,112.22,988.5,828.0,16,2,0.0,2023.0,10.0,19.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4188.23,200.34,1959.5,794.0,20,2,0.0,2022.0,6.0,21.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5635.42,107.37,988.9,712.0,2,2,1.0,2022.0,3.0,6.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4218.06,37.41,1513.5,666.0,25,1,0.0,2023.0,8.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
7992.69,377.83,1249.5,105.0,24,0,1.0,2024.0,8.0,17.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3228.61,249.18,1066.8,228.0,7,2,0.0,2022.0,2.0,18.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9894.84,54.95,2113.6,485.0,5,1,0.0,2021.0,1.0,31.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4771.01,133.02,833.6,766.0,1,2,0.0,2021.0,5.0,19.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7714.06,112.54,2381.0,768.0,15,0,1.0,2023.0,2.0,12.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3225.9,139.57,1396.7,183.0,6,2,1.0,2021.0,6.0,10.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
663.99,44.72,2108.7,808.0,17,1,0.0,2022.0,3.0,24.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
9737.59,505.46,2084.6,511.0,13,0,0.0,2023.0,2.0,1.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7132.41,49.76,813.2,106.0,25,1,0.0,2022.0,9.0,3.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2520.0,130.46,886.2,178.0,12,0,1.0,2022.0,5.0,10.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6311.81,232.3,1035.0,501.0,13,0,1.0,2022.0,6.0,10.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3366.29,8.33,1192.8,333.0,18,0,1.0,2022.0,8.0,3.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
4691.67,34.19,1924.8,572.0,5,1,1.0,2022.0,12.0,27.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2182.8,70.21,1527.7,446.0,8,1,1.0,2024.0,4.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
621.24,40.15,1855.0,812.0,4,1,1.0,2022.0,9.0,17.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3244.52,130.6,1989.3,595.0,18,0,1.0,2023.0,1.0,27.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
8587.57,675.82,2455.1,96.0,11,0,0.0,2024.0,7.0,6.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3111.6,162.29,2284.0,42.0,12,2,0.0,2024.0,8.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
8025.32,405.95,1856.8,90.0,1,0,0.0,2024.0,1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1533.0,41.02,2116.8,313.0,10,1,1.0,2023.0,7.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3651.45,115.11,1464.0,711.0,15,2,0.0,2024.0,10.0,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7751.05,122.21,1767.8,772.0,13,0,1.0,2023.0,4.0,19.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4653.47,348.54,1095.4,504.0,25,0,0.0,2021.0,3.0,27.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1583.84,116.76,2442.4,233.0,25,2,0.0,2021.0,6.0,22.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7802.33,276.98,1739.4,163.0,16,2,0.0,2022.0,9.0,13.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
722.94,28.65,2212.6,484.0,10,1,1.0,2021.0,11.0,20.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
3403.53,174.01,2214.9,742.0,2,2,0.0,2022.0,7.0,20.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
851.01,9.95,2114.2,529.0,20,0,1.0,2022.0,1.0,30.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1044.97,39.21,813.8,717.0,14,0,1.0,2023.0,9.0,15.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
